t_s,x,y,state,gcs_up,saf_buffered,cells_pending,dist_link
39.90,16.56,42.51,LINKED,,,0,0.73
40.10,16.74,42.51,LINKED,,,0,0.91
40.30,16.92,42.53,LINKED,,,0,0.09
40.50,17.12,42.59,LINKED,,,5,0.31
40.70,17.33,42.69,LINKED,,,0,0.54
40.90,17.53,42.79,LINKED,,,0,0.76
41.10,17.72,42.90,LINKED,,,0,0.97
41.30,17.90,43.01,LINKED,,,60,0.11
41.50,18.10,43.10,LINKED,,,13,0.33
41.70,18.31,43.19,LINKED,,,0,0.56
41.90,18.52,43.27,LINKED,,,0,0.78
42.10,18.71,43.40,LINKED,,,0,1.01
42.30,18.87,43.54,LINKED,,,0,0.11
42.50,19.01,43.73,LINKED,,,13,0.35
42.70,19.13,43.96,LINKED,,,0,0.60
42.90,19.23,44.19,LINKED,,,8,0.84
43.10,19.31,44.41,LINKED,,,0,1.07
43.30,19.37,44.66,LINKED,,,0,0.13
43.50,19.41,44.93,LINKED,,,0,0.40
43.70,19.45,45.19,LINKED,,,11,0.66
43.90,19.47,45.45,LINKED,,,0,0.92
44.10,19.49,45.73,LINKED,,,0,1.20
44.30,19.50,46.01,LINKED,,,12,0.14
44.50,19.51,46.28,LINKED,,,0,0.41
44.70,19.51,46.53,LINKED,,,0,0.66
44.90,19.52,46.81,LINKED,,,0,0.94
45.10,19.52,47.08,LINKED,,,12,1.21
45.30,19.52,47.34,LINKED,,,0,0.13
45.50,19.51,47.62,LINKED,,,0,0.40
45.70,19.51,47.90,LINKED,,,0,0.68
45.90,19.51,48.17,LINKED,,,13,0.96
46.10,19.51,48.44,LINKED,,,0,1.23
46.30,19.51,48.73,LINKED,,,0,0.15
46.50,19.51,49.02,LINKED,,,13,0.43
46.70,19.50,49.29,LINKED,,,0,0.70
46.90,19.50,49.54,LINKED,,,0,0.96
47.10,19.50,49.82,LINKED,,,0,1.23
47.30,19.50,50.09,LINKED,,,13,0.14
47.50,19.50,50.35,LINKED,,,0,0.39
47.70,19.50,50.62,LINKED,,,0,0.67
47.90,19.50,50.91,LINKED,,,0,0.95
48.10,19.50,51.18,LINKED,,,13,1.22
48.30,19.50,51.45,LINKED,,,0,0.14
48.50,19.50,51.73,LINKED,,,0,0.43
48.70,19.50,52.02,LINKED,,,13,0.71
48.90,19.50,52.29,LINKED,,,0,0.98
49.10,19.50,52.54,LINKED,,,0,1.24
49.30,19.50,52.82,LINKED,,,0,0.14
49.50,19.50,53.09,LINKED,,,13,0.41
49.70,19.50,53.35,LINKED,,,0,0.67
49.90,19.50,53.62,LINKED,,,0,0.94
50.10,19.50,53.91,LINKED,,,0,1.23
50.30,19.50,54.18,LINKED,,,12,0.13
50.50,19.50,54.45,LINKED,,,0,0.40
50.70,19.50,54.73,LINKED,,,0,0.69
50.90,19.50,55.02,LINKED,,,6,0.97
51.10,19.50,55.29,LINKED,,,0,1.24
51.30,19.47,55.51,LINKED,,,0,0.11
51.50,19.33,55.66,LINKED,,,0,0.29
51.70,19.14,55.74,LINKED,,,0,0.48
51.90,18.93,55.78,LINKED,,,5,0.68
52.10,18.71,55.79,LINKED,,,0,0.88
52.30,18.48,55.78,LINKED,,,0,0.12
52.50,18.22,55.75,LINKED,,,0,0.38
52.70,17.96,55.72,LINKED,,,8,0.64
52.90,17.71,55.69,LINKED,,,0,0.90
53.10,17.46,55.66,LINKED,,,0,1.15
53.30,17.19,55.63,LINKED,,,0,0.14
53.50,16.92,55.61,LINKED,,,9,0.41
53.70,16.66,55.58,LINKED,,,0,0.66
53.90,16.39,55.56,LINKED,,,0,0.94
54.10,16.11,55.55,LINKED,,,0,1.22
54.30,15.83,55.53,LINKED,,,10,0.13
54.50,15.58,55.52,LINKED,,,0,0.39
54.70,15.31,55.52,LINKED,,,0,0.65
54.90,15.04,55.51,LINKED,,,0,0.93
55.10,14.77,55.51,LINKED,,,10,1.19
55.30,14.52,55.50,LINKED,,,0,0.13
55.50,14.24,55.50,LINKED,,,0,0.41
55.70,13.96,55.50,LINKED,,,10,0.69
55.90,13.69,55.50,LINKED,,,0,0.96
56.10,13.41,55.50,LINKED,,,0,1.24
56.30,13.12,55.50,LINKED,,,0,0.14
56.50,12.85,55.50,LINKED,,,11,0.42
56.70,12.59,55.50,LINKED,,,0,0.68
56.90,12.32,55.50,LINKED,,,0,0.95
57.10,12.04,55.50,LINKED,,,0,1.23
57.30,11.78,55.50,LINKED,,,11,0.13
57.50,11.52,55.50,LINKED,,,0,0.39
57.70,11.24,55.50,LINKED,,,0,0.67
57.90,10.96,55.50,LINKED,,,11,0.95
58.10,10.69,55.50,LINKED,,,0,1.21
58.30,10.43,55.48,LINKED,,,0,0.13
58.50,10.21,55.42,LINKED,,,0,0.36
58.70,10.02,55.28,LINKED,,,0,0.58
58.90,9.88,55.09,LINKED,,,11,0.80
59.10,9.76,54.87,LINKED,,,7,1.01
59.30,9.65,54.67,LINKED,,,0,0.11
59.50,9.52,54.49,LINKED,,,0,0.33
59.70,9.38,54.32,LINKED,,,0,0.56
59.90,9.23,54.12,LINKED,,,0,0.81
60.10,9.10,53.89,LINKED,,,10,1.06
60.30,8.98,53.67,LINKED,,,8,0.12
60.50,8.88,53.45,LINKED,,,0,0.37
60.70,8.79,53.19,LINKED,,,0,0.64
60.90,8.72,52.93,LINKED,,,7,0.91
61.10,8.66,52.68,LINKED,,,0,1.17
61.30,8.59,52.43,LINKED,,,0,0.13
61.50,8.49,52.21,LINKED,,,0,0.37
61.70,8.37,52.01,LINKED,,,0,0.60
61.90,8.24,51.80,LINKED,,,7,0.84
62.10,8.12,51.59,LINKED,,,0,1.09
62.30,7.98,51.41,LINKED,,,7,0.11
62.50,7.82,51.30,LINKED,,,0,0.31
62.70,7.63,51.24,LINKED,,,0,0.49
62.90,7.40,51.22,LINKED,,,0,0.71
63.10,7.15,51.22,LINKED,,,0,0.95
63.30,6.89,51.24,LINKED,,,10,0.13
63.50,6.65,51.26,LINKED,,,0,0.37
63.70,6.38,51.29,LINKED,,,0,0.64
63.90,6.10,51.32,LINKED,,,0,0.92
64.10,5.83,51.35,LINKED,,,10,1.20
64.40,5.45,51.39,LINKED,,,0,0.25
64.70,5.04,51.43,LINKED,,,0,0.66
65.00,4.65,51.45,LINKED,,,5,1.05
65.30,4.24,51.47,LINKED,,,0,1.47
65.60,3.91,51.36,LINKED,,,4,0.35
65.90,3.69,51.08,LINKED,,,0,0.67
66.20,3.56,50.76,LINKED,,,4,0.98
66.50,3.47,50.42,LINKED,,,0,0.12
66.80,3.32,50.11,LINKED,,,0,0.46
67.10,3.15,49.78,LINKED,,,3,0.83
67.40,2.99,49.44,LINKED,,,1,1.20
67.70,2.85,49.06,LINKED,,,0,0.28
68.00,2.73,48.68,LINKED,,,2,0.67
68.30,2.65,48.31,LINKED,,,0,1.05
68.60,2.59,47.90,LINKED,,,1,1.46
68.90,2.38,47.62,LINKED,,,0,0.35
69.20,2.06,47.46,LINKED,,,0,0.69
69.50,1.71,47.38,LINKED,,,0,1.02
69.80,1.41,47.36,LINKED,,,0,0.09
70.10,1.26,47.57,LINKED,,,0,0.33
70.40,1.21,47.89,LINKED,,,0,0.62
70.70,1.21,48.25,LINKED,,,0,0.95
71.00,1.25,48.62,LINKED,,,0,0.26
71.30,1.30,49.03,LINKED,,,0,0.67
71.60,1.35,49.41,LINKED,,,0,1.05
71.90,1.39,49.81,LINKED,,,0,1.46
72.20,1.42,50.21,LINKED,,,0,0.40
72.50,1.45,50.61,LINKED,,,0,0.80
72.80,1.47,51.03,LINKED,,,1,1.23
73.10,1.48,51.42,LINKED,,,0,0.12
73.40,1.49,51.83,LINKED,,,0,0.53
73.70,1.50,52.23,LINKED,,,3,0.93
74.00,1.50,52.62,LINKED,,,0,1.33
74.30,1.50,53.05,LINKED,,,4,0.28
74.60,1.50,53.44,LINKED,,,0,0.68
74.90,1.50,53.88,LINKED,,,0,1.11
75.20,1.50,54.29,LINKED,,,4,1.52
75.50,1.50,54.68,LINKED,,,0,0.39
75.80,1.50,55.09,LINKED,,,0,0.81
76.10,1.50,55.48,LINKED,,,0,1.20
76.40,1.50,55.86,LINKED,,,0,0.09
76.70,1.50,55.92,LINKED,,,0,0.16
77.00,1.50,55.79,LINKED,,,0,0.03
77.30,1.50,55.56,LINKED,,,0,0.21
77.60,1.50,55.21,LINKED,,,0,0.24
77.90,1.50,54.84,LINKED,,,0,0.62
78.20,1.50,54.47,LINKED,,,0,0.98
78.50,1.50,54.07,LINKED,,,0,1.38
78.80,1.50,53.68,LINKED,,,0,0.39
79.10,1.50,53.26,LINKED,,,0,0.81
79.40,1.50,52.84,LINKED,,,0,1.22
79.70,1.50,52.46,LINKED,,,0,0.13
80.00,1.50,52.04,LINKED,,,0,0.55
80.30,1.50,51.65,LINKED,,,0,0.94
80.60,1.50,51.24,LINKED,,,0,1.35
80.90,1.50,50.82,LINKED,,,0,0.27
81.20,1.50,50.41,LINKED,,,0,0.68
81.50,1.50,49.98,LINKED,,,0,1.11
81.80,1.50,49.59,LINKED,,,0,1.51
82.10,1.50,49.18,LINKED,,,0,0.41
82.40,1.50,48.78,LINKED,,,0,0.81
82.70,1.50,48.38,LINKED,,,0,1.21
83.00,1.50,47.96,LINKED,,,0,0.14
83.30,1.50,47.55,LINKED,,,0,0.54
83.60,1.50,47.12,LINKED,,,0,0.97
83.90,1.50,46.71,LINKED,,,0,1.38
84.20,1.50,46.32,LINKED,,,0,0.27
84.50,1.50,45.91,LINKED,,,0,0.68
84.80,1.50,45.52,LINKED,,,0,1.07
85.10,1.50,45.09,LINKED,,,0,1.50
85.40,1.50,44.69,LINKED,,,0,0.40
85.70,1.50,44.27,LINKED,,,0,0.83
86.00,1.50,43.84,LINKED,,,0,1.25
86.30,1.50,43.46,LINKED,,,0,0.13
86.60,1.50,43.04,LINKED,,,0,0.55
86.90,1.50,42.65,LINKED,,,0,0.94
87.20,1.50,42.23,LINKED,,,0,1.35
87.50,1.50,41.82,LINKED,,,0,0.27
87.80,1.50,41.41,LINKED,,,0,0.68
88.10,1.50,40.98,LINKED,,,0,1.11
88.40,1.50,40.59,LINKED,,,0,1.50
88.70,1.50,40.18,LINKED,,,0,0.41
89.00,1.50,39.78,LINKED,,,0,0.81
89.30,1.50,39.38,LINKED,,,0,1.21
89.60,1.50,38.96,LINKED,,,0,0.14
89.90,1.50,38.55,LINKED,,,0,0.54
90.20,1.50,38.12,LINKED,,,0,0.97
90.50,1.50,37.71,LINKED,,,0,1.38
90.80,1.50,37.32,LINKED,,,0,0.27
91.10,1.50,36.91,LINKED,,,0,0.68
91.40,1.50,36.52,LINKED,,,0,1.07
91.70,1.50,36.09,LINKED,,,0,1.50
92.00,1.50,35.69,LINKED,,,0,0.40
92.30,1.50,35.27,LINKED,,,0,0.83
92.60,1.50,34.84,LINKED,,,0,1.25
92.90,1.50,34.46,LINKED,,,0,0.13
93.20,1.50,34.04,LINKED,,,0,0.55
93.50,1.50,33.65,LINKED,,,0,0.94
93.80,1.50,33.23,LINKED,,,0,1.35
94.10,1.50,32.82,LINKED,,,0,0.27
94.40,1.50,32.41,LINKED,,,0,0.68
94.70,1.50,31.98,LINKED,,,0,1.11
95.00,1.50,31.59,LINKED,,,0,1.50
95.30,1.50,31.18,LINKED,,,0,0.41
95.60,1.50,30.78,LINKED,,,0,0.81
95.90,1.50,30.38,LINKED,,,0,1.21
96.20,1.50,29.96,LINKED,,,1,0.14
96.50,1.50,29.55,LINKED,,,0,0.54
96.80,1.50,29.12,LINKED,,,0,0.97
97.10,1.50,28.71,LINKED,,,1,1.38
97.40,1.50,28.32,LINKED,,,0,0.27
97.70,1.50,27.91,LINKED,,,1,0.68
98.00,1.50,27.52,LINKED,,,0,1.07
98.30,1.50,27.09,LINKED,,,0,1.50
98.60,1.50,26.69,LINKED,,,1,0.40
98.90,1.50,26.27,LINKED,,,0,0.83
99.20,1.50,25.84,LINKED,,,1,1.25
99.50,1.50,25.46,LINKED,,,0,0.13
99.80,1.50,25.04,LINKED,,,0,0.55
100.10,1.50,24.65,LINKED,,,1,0.94
100.40,1.50,24.23,LINKED,,,0,1.35
100.70,1.50,23.82,LINKED,,,1,0.27
101.00,1.50,23.41,LINKED,,,0,0.68
101.30,1.50,22.98,LINKED,,,1,1.11
101.60,1.50,22.59,LINKED,,,0,1.50
101.90,1.50,22.18,LINKED,,,0,0.41
102.20,1.50,21.78,LINKED,,,1,0.81
102.50,1.50,21.38,LINKED,,,0,1.21
102.80,1.50,20.96,LINKED,,,1,0.14
103.10,1.52,20.57,LINKED,,,0,0.52
103.40,1.63,20.25,LINKED,,,0,0.85
103.70,1.87,20.00,LINKED,,,1,1.15
104.00,2.18,19.81,LINKED,,,4,0.24
104.30,2.51,19.68,LINKED,,,0,0.59
104.60,2.90,19.59,LINKED,,,0,0.99
104.90,3.28,19.54,LINKED,,,8,1.37
105.20,3.66,19.50,LINKED,,,0,0.38
105.50,4.07,19.49,LINKED,,,9,0.79
105.80,4.46,19.48,LINKED,,,0,1.18
106.10,4.89,19.48,LINKED,,,0,0.14
106.40,5.29,19.48,LINKED,,,11,0.55
