t_s,x,y,state,gcs_up,saf_buffered,cells_pending,dist_link
58.30,27.74,12.02,LINKED,,,0,0.07
58.50,27.59,11.99,LINKED,,,2,0.22
58.70,27.42,12.00,LINKED,,,0,0.39
58.90,27.20,12.03,LINKED,,,0,0.60
59.10,26.96,12.08,LINKED,,,3,0.84
59.30,26.72,12.14,LINKED,,,0,0.12
59.50,26.50,12.20,LINKED,,,0,0.35
59.70,26.30,12.25,LINKED,,,0,0.55
59.90,26.13,12.30,LINKED,,,0,0.74
60.10,25.98,12.34,LINKED,,,4,0.89
60.30,25.86,12.37,LINKED,,,4,0.07
60.50,25.70,12.40,LINKED,,,0,0.23
60.70,25.53,12.42,LINKED,,,0,0.40
60.90,25.36,12.44,LINKED,,,0,0.57
61.10,25.21,12.46,LINKED,,,0,0.73
61.30,25.05,12.47,LINKED,,,0,0.08
61.50,24.86,12.48,LINKED,,,4,0.27
61.70,24.66,12.49,LINKED,,,0,0.47
61.90,24.47,12.49,LINKED,,,0,0.67
62.10,24.29,12.50,LINKED,,,0,0.85
62.30,24.14,12.47,LINKED,,,0,0.07
62.50,24.07,12.34,LINKED,,,0,0.21
62.70,24.05,12.15,LINKED,,,0,0.38
62.90,24.06,11.93,LINKED,,,4,0.59
63.10,24.10,11.71,LINKED,,,0,0.80
63.30,24.14,11.48,LINKED,,,0,0.12
63.50,24.19,11.23,LINKED,,,0,0.38
63.70,24.24,10.96,LINKED,,,4,0.65
63.90,24.28,10.71,LINKED,,,0,0.91
64.10,24.33,10.48,LINKED,,,0,1.15
64.40,24.29,10.23,LINKED,,,0,0.16
64.70,24.07,10.13,LINKED,,,0,0.37
65.00,23.77,10.12,LINKED,,,1,0.63
65.30,23.47,10.15,LINKED,,,0,0.90
65.60,23.20,10.01,LINKED,,,0,0.30
65.90,22.99,9.77,LINKED,,,3,0.61
66.20,22.82,9.50,LINKED,,,0,0.92
66.50,22.73,9.24,LINKED,,,0,0.08
66.80,22.87,9.03,LINKED,,,0,0.33
67.10,23.13,8.85,LINKED,,,39,0.61
67.40,23.42,8.73,LINKED,,,39,0.91
67.70,23.75,8.68,LINKED,,,0,0.22
68.00,24.11,8.75,LINKED,,,5,0.58
68.30,24.45,8.87,LINKED,,,0,0.94
68.60,24.80,9.01,LINKED,,,0,1.31
68.90,25.17,9.13,LINKED,,,0,0.39
69.20,25.53,9.24,LINKED,,,0,0.77
69.50,25.93,9.33,LINKED,,,0,1.18
69.80,26.32,9.39,LINKED,,,0,0.13
70.10,26.74,9.43,LINKED,,,0,0.55
70.40,27.16,9.47,LINKED,,,0,0.96
70.70,27.54,9.49,LINKED,,,0,1.35
71.00,27.95,9.50,LINKED,,,0,0.28
71.30,28.35,9.50,LINKED,,,0,0.67
71.60,28.76,9.51,LINKED,,,0,1.08
71.90,29.18,9.51,LINKED,,,12,1.50
72.20,29.59,9.51,LINKED,,,0,0.41
72.50,30.02,9.51,LINKED,,,4,0.84
72.80,30.41,9.50,LINKED,,,0,1.23
73.10,30.82,9.50,LINKED,,,0,0.14
73.40,31.22,9.50,LINKED,,,4,0.54
73.70,31.62,9.50,LINKED,,,0,0.94
74.00,32.04,9.50,LINKED,,,5,1.36
74.30,32.45,9.50,LINKED,,,0,0.27
74.60,32.88,9.50,LINKED,,,0,0.70
74.90,33.29,9.50,LINKED,,,7,1.11
75.20,33.68,9.50,LINKED,,,0,1.50
75.50,34.09,9.50,LINKED,,,9,0.41
75.80,34.48,9.50,LINKED,,,0,0.80
76.10,34.91,9.50,LINKED,,,0,1.23
76.40,35.31,9.48,LINKED,,,10,0.13
76.70,35.65,9.37,LINKED,,,0,0.49
77.00,35.97,9.21,LINKED,,,0,0.84
77.30,36.31,9.05,LINKED,,,11,1.22
77.60,36.67,8.90,LINKED,,,7,0.27
77.90,37.06,8.78,LINKED,,,9,0.68
78.20,37.43,8.69,LINKED,,,0,1.06
78.50,37.82,8.62,LINKED,,,0,1.46
78.80,38.06,8.73,LINKED,,,12,0.26
79.10,38.11,9.00,LINKED,,,0,0.48
79.40,38.07,9.31,LINKED,,,5,0.73
79.70,37.98,9.62,LINKED,,,0,0.12
80.00,37.88,9.99,LINKED,,,0,0.50
80.30,37.78,10.35,LINKED,,,0,0.87
80.60,37.70,10.75,LINKED,,,0,1.28
80.90,37.64,11.16,LINKED,,,3,0.27
81.20,37.59,11.54,LINKED,,,0,0.66
81.50,37.55,11.95,LINKED,,,0,1.07
81.80,37.53,12.34,LINKED,,,3,1.46
82.10,37.51,12.76,LINKED,,,0,0.42
82.40,37.50,13.17,LINKED,,,4,0.83
82.70,37.50,13.58,LINKED,,,0,1.24
83.00,37.50,14.02,LINKED,,,5,0.14
83.30,37.49,14.41,LINKED,,,0,0.53
83.60,37.50,14.82,LINKED,,,0,0.95
83.90,37.50,15.22,LINKED,,,7,1.35
84.20,37.50,15.62,LINKED,,,0,0.27
84.50,37.50,16.04,LINKED,,,7,0.70
84.80,37.50,16.45,LINKED,,,0,1.10
85.10,37.50,16.88,LINKED,,,0,1.53
85.40,37.50,17.29,LINKED,,,10,0.41
85.70,37.50,17.68,LINKED,,,0,0.80
86.00,37.50,18.09,LINKED,,,10,1.22
86.30,37.50,18.48,LINKED,,,0,0.13
86.60,37.50,18.91,LINKED,,,0,0.56
86.90,37.50,19.31,LINKED,,,11,0.96
87.20,37.50,19.73,LINKED,,,0,1.38
87.50,37.50,20.16,LINKED,,,12,0.28
87.80,37.50,20.54,LINKED,,,0,0.67
88.10,37.50,20.96,LINKED,,,0,1.08
88.40,37.50,21.35,LINKED,,,12,1.47
88.70,37.50,21.77,LINKED,,,12,0.42
89.00,37.50,22.18,LINKED,,,13,0.83
89.30,37.50,22.59,LINKED,,,0,1.24
89.60,37.50,23.02,LINKED,,,13,0.14
89.90,37.50,23.41,LINKED,,,0,0.53
90.20,37.50,23.82,LINKED,,,0,0.94
90.50,37.50,24.22,LINKED,,,13,1.35
90.80,37.50,24.62,LINKED,,,0,0.27
91.10,37.50,25.04,LINKED,,,13,0.70
91.40,37.50,25.45,LINKED,,,0,1.10
91.70,37.50,25.88,LINKED,,,0,1.53
92.00,37.50,26.29,LINKED,,,13,0.41
92.30,37.50,26.68,LINKED,,,0,0.80
92.60,37.50,27.09,LINKED,,,13,1.22
92.90,37.50,27.48,LINKED,,,0,0.13
93.20,37.50,27.91,LINKED,,,0,0.56
93.50,37.50,28.31,LINKED,,,13,0.96
93.80,37.50,28.73,LINKED,,,0,1.38
94.10,37.50,29.16,LINKED,,,13,0.28
94.40,37.50,29.54,LINKED,,,0,0.67
94.70,37.50,29.96,LINKED,,,0,1.08
95.00,37.50,30.35,LINKED,,,13,1.47
95.30,37.42,30.68,LINKED,,,0,0.34
95.60,37.27,30.99,LINKED,,,0,0.68
95.90,37.10,31.33,LINKED,,,13,1.05
96.20,36.95,31.65,LINKED,,,7,0.12
96.50,36.82,32.02,LINKED,,,9,0.52
96.80,36.71,32.38,LINKED,,,0,0.89
97.10,36.64,32.78,LINKED,,,0,1.29
97.40,36.58,33.18,LINKED,,,12,0.27
97.70,36.54,33.58,LINKED,,,0,0.67
98.00,36.52,34.01,LINKED,,,12,1.10
98.30,36.50,34.40,LINKED,,,0,1.49
98.60,36.50,34.81,LINKED,,,0,0.41
98.90,36.49,35.22,LINKED,,,13,0.82
99.20,36.49,35.62,LINKED,,,0,1.22
99.50,36.48,36.04,LINKED,,,13,0.14
99.80,36.37,36.43,LINKED,,,0,0.54
100.10,36.21,36.76,LINKED,,,0,0.91
100.40,36.05,37.13,LINKED,,,13,1.30
100.70,35.90,37.47,LINKED,,,7,0.25
101.00,35.78,37.85,LINKED,,,0,0.64
101.30,35.68,38.24,LINKED,,,9,1.04
101.60,35.61,38.62,LINKED,,,0,1.43
101.90,35.48,38.96,LINKED,,,0,0.36
102.20,35.30,39.27,LINKED,,,12,0.72
102.50,35.12,39.58,LINKED,,,0,1.08
102.80,34.95,39.92,LINKED,,,8,0.13
103.10,34.81,40.28,LINKED,,,9,0.52
103.40,34.71,40.65,LINKED,,,9,0.90
103.70,34.63,41.05,LINKED,,,12,1.31
104.00,34.53,41.43,LINKED,,,0,0.26
104.30,34.36,41.74,LINKED,,,0,0.61
104.60,34.17,42.08,LINKED,,,12,0.99
104.90,34.00,42.41,LINKED,,,7,1.37
105.20,33.85,42.79,LINKED,,,0,0.41
105.50,33.74,43.18,LINKED,,,9,0.82
105.80,33.65,43.55,LINKED,,,0,1.19
106.10,33.57,43.94,LINKED,,,0,0.12
106.40,33.42,44.26,LINKED,,,12,0.48
106.70,33.23,44.57,LINKED,,,0,0.83
107.00,33.05,44.91,LINKED,,,0,1.22
107.30,32.85,45.23,LINKED,,,15,0.24
107.60,32.58,45.42,LINKED,,,0,0.57
107.90,32.21,45.53,LINKED,,,0,0.93
108.20,31.82,45.58,LINKED,,,11,1.30
108.50,31.42,45.60,LINKED,,,0,0.40
108.80,31.00,45.60,LINKED,,,12,0.82
109.10,30.61,45.58,LINKED,,,0,1.21
109.40,30.20,45.57,LINKED,,,0,0.14
109.70,29.79,45.55,LINKED,,,12,0.55
110.00,29.39,45.54,LINKED,,,0,0.95
110.30,28.96,45.53,LINKED,,,12,1.37
110.60,28.56,45.52,LINKED,,,0,0.27
110.90,28.13,45.51,LINKED,,,0,0.70
111.20,27.72,45.51,LINKED,,,13,1.11
111.50,27.32,45.50,LINKED,,,0,1.51
111.80,26.91,45.50,LINKED,,,13,0.41
112.10,26.52,45.50,LINKED,,,13,0.80
112.40,26.09,45.50,LINKED,,,0,1.23
