t_s,coverage,victims_found,cohesion,drones_in_fallback
82.5,0.8081,5,0.333,0
82.6,0.8081,5,0.333,0
82.7,0.8081,5,0.333,0
82.8,0.812,5,0.333,0
82.9,0.812,5,0.333,0
83.0,0.812,5,0.333,0
83.1,0.8123,5,0.333,0
83.2,0.8123,5,0.333,0
83.3,0.8123,5,0.333,0
83.4,0.8159,5,0.333,0
83.5,0.8159,5,0.333,0
83.6,0.8159,5,0.333,0
83.7,0.8189,5,0.333,0
83.8,0.8189,5,0.333,0
83.9,0.8189,5,0.333,0
84.0,0.8225,5,0.333,0
84.1,0.8225,5,0.333,0
84.2,0.8225,5,0.333,0
84.3,0.8244,5,0.333,0
84.4,0.8244,5,0.333,0
84.5,0.8244,5,0.333,0
84.6,0.8271,5,0.333,0
84.7,0.8271,5,0.333,0
84.8,0.8271,5,0.333,0
84.9,0.8323,5,0.333,0
85.0,0.8323,5,0.333,0
85.1,0.8323,5,0.333,0
85.2,0.8326,5,0.333,0
85.3,0.8326,5,0.333,0
85.4,0.8326,5,0.333,0
85.5,0.8326,5,0.333,0
85.6,0.8326,5,0.333,0
85.7,0.8326,5,0.333,0
85.8,0.8388,5,0.333,0
85.9,0.8388,5,0.333,0
86.0,0.8388,5,0.333,0
86.1,0.8418,5,0.333,0
86.2,0.8418,5,0.333,0
86.3,0.8418,5,0.333,0
86.4,0.8431,5,0.5,0
86.5,0.8431,5,0.5,0
86.6,0.8431,5,0.5,0
86.7,0.847,5,0.5,0
86.8,0.847,5,0.5,0
86.9,0.847,5,0.5,0
87.0,0.849,5,0.5,0
87.1,0.849,5,0.5,0
87.2,0.849,5,0.5,0
87.3,0.849,5,0.5,0
87.4,0.849,5,0.5,0
87.5,0.849,5,0.5,0
87.6,0.851,5,0.5,0
87.7,0.851,5,0.5,0
87.8,0.851,5,0.5,0
87.9,0.8542,5,0.5,0
88.0,0.8542,5,0.333,0
88.1,0.8542,5,0.333,0
88.2,0.8582,5,0.333,0
88.3,0.8582,5,0.333,0
88.4,0.8582,5,0.333,0
88.5,0.8608,5,0.333,0
88.6,0.8608,5,0.333,0
88.7,0.8608,5,0.333,0
88.8,0.8634,5,0.333,0
88.9,0.8634,5,0.333,0
89.0,0.8634,5,0.333,0
89.1,0.8647,5,0.333,0
89.2,0.8647,5,0.333,0
89.3,0.8647,5,0.333,0
89.4,0.8647,5,0.333,0
89.5,0.8647,5,0.333,0
89.6,0.8647,5,0.333,0
89.7,0.8703,5,0.333,0
89.8,0.8703,5,0.333,0
89.9,0.8703,5,0.333,0
90.0,0.8716,5,0.333,0
90.1,0.8716,5,0.333,0
90.2,0.8716,5,0.333,0
90.3,0.8732,5,0.333,0
90.4,0.8732,5,0.333,0
90.5,0.8732,5,0.333,0
90.6,0.8775,5,0.333,0
90.7,0.8775,5,0.333,0
90.8,0.8775,5,0.333,0
90.9,0.8775,5,0.333,0
91.0,0.8775,5,0.333,0
91.1,0.8775,5,0.333,0
91.2,0.8834,5,0.333,0
91.3,0.8834,5,0.333,0
91.4,0.8834,5,0.333,0
91.5,0.8854,5,0.333,0
91.6,0.8854,5,0.333,0
91.7,0.8854,5,0.333,0
91.8,0.8883,5,0.333,0
91.9,0.8883,5,0.333,0
92.0,0.8883,5,0.333,0
92.1,0.8926,5,0.333,0
92.2,0.8926,5,0.333,0
92.3,0.8926,5,0.333,0
92.4,0.8949,5,0.333,0
92.5,0.8949,5,0.333,0
92.6,0.8949,5,0.333,0
92.7,0.9011,5,0.333,0
92.8,0.9011,5,0.333,0
92.9,0.9011,5,0.333,0
93.0,0.903,5,0.333,0
93.1,0.903,5,0.333,0
93.2,0.903,5,0.333,0
93.3,0.9066,5,0.333,0
93.4,0.9066,5,0.333,0
93.5,0.9066,5,0.333,0
93.6,0.9066,5,0.333,0
93.7,0.9066,5,0.333,0
93.8,0.9066,5,0.333,0
93.9,0.9093,5,0.333,0
94.0,0.9093,5,0.333,0
94.1,0.9093,5,0.333,0
94.2,0.9142,5,0.333,0
94.3,0.9142,5,0.333,0
94.4,0.9142,5,0.333,0
94.5,0.9142,5,0.333,0
94.6,0.9142,5,0.333,0
94.7,0.9142,5,0.333,0
94.8,0.9171,5,0.333,0
94.9,0.9171,5,0.333,0
95.0,0.9171,5,0.333,0
95.1,0.9214,5,0.333,0
95.2,0.9214,5,0.333,0
95.3,0.9214,5,0.333,0
95.4,0.9243,5,0.333,0
95.5,0.9243,5,0.333,0
95.6,0.9243,5,0.333,0
95.7,0.9243,5,0.333,0
95.8,0.9243,5,0.333,0
95.9,0.9243,5,0.333,0
96.0,0.9286,5,0.333,0
96.1,0.9286,5,0.333,0
96.2,0.9286,5,0.333,0
96.3,0.9338,5,0.333,0
96.4,0.9338,5,0.333,0
96.5,0.9338,5,0.333,0
96.6,0.9338,5,0.333,0
96.7,0.9338,5,0.333,0
96.8,0.9338,5,0.333,0
96.9,0.9348,5,0.333,0
97.0,0.9348,5,0.333,0
97.1,0.9348,5,0.333,0
97.2,0.9368,5,0.333,0
97.3,0.9368,5,0.333,0
97.4,0.9368,5,0.333,0
97.5,0.9378,5,0.333,0
97.6,0.9378,5,0.333,0
97.7,0.9378,5,0.333,0
97.8,0.9378,5,0.333,0
97.9,0.9378,5,0.333,0
98.0,0.9378,5,0.333,0
98.1,0.9397,5,0.333,0
98.2,0.9397,5,0.333,0
98.3,0.9397,5,0.333,0
98.4,0.9401,5,0.333,0
98.5,0.9401,5,0.333,0
98.6,0.9401,5,0.333,0
98.7,0.9401,5,0.333,0
98.8,0.9401,5,0.333,0
98.9,0.9401,5,0.333,0
99.0,0.9424,5,0.333,0
99.1,0.9424,5,0.333,0
99.2,0.9424,5,0.333,0
99.3,0.943,5,0.333,0
99.4,0.943,5,0.333,0
99.5,0.943,5,0.333,0
99.6,0.945,5,0.333,0
99.7,0.945,5,0.333,0
99.8,0.945,5,0.333,0
99.9,0.945,5,0.333,0
100.0,0.945,5,0.333,0
100.1,0.945,5,0.333,0
100.2,0.9456,5,0.333,0
100.3,0.9456,5,0.333,0
100.4,0.9456,5,0.333,0
100.5,0.9456,5,0.333,0
100.6,0.9456,5,0.333,0
100.7,0.9456,5,0.333,0
100.8,0.9456,5,0.333,0
100.9,0.9456,5,0.333,0
101.0,0.9456,5,0.333,0
101.1,0.9456,5,0.333,0
101.2,0.9456,5,0.333,0
101.3,0.9456,5,0.333,0
101.4,0.9463,5,0.333,0
101.5,0.9463,5,0.333,0
101.6,0.9463,5,0.333,0
101.7,0.9466,5,0.333,0
101.8,0.9466,5,0.333,0
101.9,0.9466,5,0.333,0
102.0,0.9466,5,0.333,0
102.1,0.9466,5,0.5,0
102.2,0.9466,5,0.5,0
102.3,0.9466,5,0.5,0
102.4,0.9466,5,0.5,0
102.5,0.9466,5,0.5,0
102.6,0.9466,5,0.5,0
102.7,0.9466,5,0.5,0
102.8,0.9466,5,0.5,0
102.9,0.9469,5,0.5,0
103.0,0.9469,5,0.5,0
103.1,0.9469,5,0.5,0
103.2,0.9469,5,0.5,0
103.3,0.9469,5,0.5,0
103.4,0.9469,5,0.5,0
103.5,0.9469,5,0.5,0
103.6,0.9469,5,0.5,0
103.7,0.9469,5,0.5,0
103.8,0.9476,5,0.5,0
103.9,0.9476,5,0.5,0
104.0,0.9476,5,0.5,0
104.1,0.9476,5,0.5,0
104.2,0.9476,5,0.5,0
104.3,0.9476,5,0.5,0
104.4,0.9486,5,0.5,0
104.5,0.9486,5,0.5,0
104.6,0.9486,5,0.5,0
104.7,0.9486,5,0.5,0
104.8,0.9486,5,0.5,0
104.9,0.9486,5,0.5,0
105.0,0.9486,5,0.5,0
105.1,0.9486,5,0.5,0
105.2,0.9486,5,0.5,0
105.3,0.9499,5,0.5,0
105.4,0.9499,5,0.5,0
105.5,0.9499,5,0.5,0
105.6,0.9499,5,0.5,0
105.7,0.9499,5,0.5,0
105.8,0.9499,5,0.5,0
105.9,0.9499,5,0.5,0
106.0,0.9499,5,0.5,0
106.1,0.9499,5,0.5,0
106.2,0.9499,5,0.5,0
106.3,0.9499,5,0.5,0
106.4,0.9499,5,0.5,0
106.5,0.9515,5,0.5,0
