t_s,x,y,state,gcs_up,saf_buffered,cells_pending,dist_link
20.30,10.21,25.22,LINKED,,,10,0.13
20.50,10.26,25.47,LINKED,,,0,0.39
20.70,10.30,25.75,LINKED,,,0,0.67
20.90,10.34,26.03,LINKED,,,11,0.95
21.10,10.38,26.29,LINKED,,,0,1.22
21.30,10.42,26.53,LINKED,,,0,0.12
21.50,10.51,26.74,LINKED,,,0,0.34
21.70,10.64,26.91,LINKED,,,0,0.56
21.90,10.83,27.06,LINKED,,,12,0.78
22.10,11.05,27.18,LINKED,,,7,1.01
22.30,11.26,27.29,LINKED,,,0,0.11
22.50,11.40,27.45,LINKED,,,0,0.32
22.70,11.50,27.66,LINKED,,,0,0.55
22.90,11.56,27.91,LINKED,,,0,0.79
23.10,11.60,28.16,LINKED,,,9,1.03
23.30,11.62,28.39,LINKED,,,0,0.12
23.50,11.62,28.65,LINKED,,,0,0.37
23.70,11.62,28.92,LINKED,,,0,0.65
23.90,11.61,29.19,LINKED,,,12,0.91
24.10,11.60,29.45,LINKED,,,0,1.17
24.30,11.60,29.72,LINKED,,,0,0.13
24.50,11.70,29.93,LINKED,,,0,0.36
24.70,11.86,30.10,LINKED,,,12,0.58
24.90,12.06,30.24,LINKED,,,19,0.80
25.10,12.27,30.34,LINKED,,,0,1.01
25.30,12.49,30.41,LINKED,,,0,1.22
25.50,12.75,30.46,LINKED,,,0,1.45
25.70,13.02,30.50,LINKED,,,11,1.69
25.90,13.27,30.52,LINKED,,,0,1.92
26.10,13.52,30.53,LINKED,,,0,2.15
26.30,13.78,30.56,LINKED,,,0,0.12
26.50,14.03,30.62,LINKED,,,12,0.38
26.70,14.27,30.72,LINKED,,,0,0.64
26.90,14.50,30.82,LINKED,,,0,0.89
27.10,14.72,30.93,LINKED,,,0,1.13
27.30,14.96,31.03,LINKED,,,7,0.13
27.50,15.20,31.12,LINKED,,,9,0.39
27.70,15.43,31.20,LINKED,,,0,0.64
27.90,15.69,31.27,LINKED,,,0,0.90
28.10,15.95,31.33,LINKED,,,0,1.17
28.30,16.20,31.39,LINKED,,,12,0.12
28.50,16.37,31.54,LINKED,,,0,0.34
28.70,16.49,31.74,LINKED,,,0,0.56
28.90,16.56,31.98,LINKED,,,0,0.79
29.10,16.61,32.21,LINKED,,,8,1.01
29.30,16.63,32.46,LINKED,,,0,0.13
29.50,16.64,32.73,LINKED,,,0,0.40
29.70,16.63,33.00,LINKED,,,0,0.67
29.90,16.62,33.27,LINKED,,,0,0.94
30.10,16.61,33.52,LINKED,,,0,1.19
30.30,16.60,33.80,LINKED,,,0,0.14
30.50,16.58,34.07,LINKED,,,0,0.41
30.70,16.57,34.33,LINKED,,,0,0.67
30.90,16.55,34.61,LINKED,,,0,0.95
31.10,16.54,34.89,LINKED,,,0,1.24
31.30,16.53,35.17,LINKED,,,0,0.14
31.50,16.52,35.42,LINKED,,,0,0.39
31.70,16.52,35.69,LINKED,,,0,0.66
31.90,16.51,35.96,LINKED,,,0,0.93
32.10,16.51,36.23,LINKED,,,2,1.20
32.30,16.52,36.47,LINKED,,,0,0.12
32.50,16.59,36.68,LINKED,,,0,0.34
32.70,16.68,36.87,LINKED,,,0,0.54
32.90,16.79,37.02,LINKED,,,5,0.73
33.10,16.90,37.15,LINKED,,,0,0.89
33.30,16.98,37.26,LINKED,,,0,0.07
33.50,17.01,37.41,LINKED,,,2,0.22
33.70,17.00,37.58,LINKED,,,0,0.38
33.90,16.97,37.80,LINKED,,,0,0.60
34.10,16.92,38.04,LINKED,,,4,0.84
34.30,16.86,38.28,LINKED,,,0,0.12
34.50,16.80,38.50,LINKED,,,0,0.35
34.70,16.75,38.70,LINKED,,,0,0.55
34.90,16.70,38.87,LINKED,,,0,0.74
35.10,16.66,39.02,LINKED,,,5,0.89
35.30,16.63,39.14,LINKED,,,0,0.07
35.50,16.60,39.30,LINKED,,,0,0.23
35.70,16.58,39.47,LINKED,,,0,0.40
35.90,16.56,39.64,LINKED,,,0,0.57
36.10,16.54,39.79,LINKED,,,0,0.73
36.30,16.56,39.92,LINKED,,,0,0.06
36.50,16.68,39.97,LINKED,,,0,0.18
36.70,16.87,39.98,LINKED,,,0,0.35
36.90,17.08,39.96,LINKED,,,3,0.55
37.10,17.30,39.92,LINKED,,,0,0.76
37.30,17.52,39.87,LINKED,,,0,0.12
37.50,17.78,39.82,LINKED,,,0,0.38
37.70,18.04,39.76,LINKED,,,4,0.65
37.90,18.29,39.72,LINKED,,,0,0.91
38.10,18.52,39.67,LINKED,,,0,1.14
38.30,18.74,39.63,LINKED,,,0,0.12
38.50,18.98,39.60,LINKED,,,0,0.36
38.70,19.22,39.58,LINKED,,,5,0.60
38.90,19.45,39.56,LINKED,,,0,0.83
39.10,19.66,39.54,LINKED,,,0,1.04
39.30,19.84,39.53,LINKED,,,0,1.22
39.50,19.99,39.52,LINKED,,,0,1.37
39.70,20.11,39.51,LINKED,,,5,1.49
39.90,20.19,39.50,LINKED,,,0,1.57
40.10,20.24,39.50,LINKED,,,0,1.62
40.30,20.29,39.50,LINKED,,,0,0.03
40.50,20.41,39.50,LINKED,,,0,0.15
40.70,20.60,39.50,LINKED,,,0,0.35
40.90,20.84,39.50,LINKED,,,0,0.58
41.10,21.08,39.50,LINKED,,,64,0.83
41.30,21.32,39.50,LINKED,,,0,0.12
41.50,21.54,39.50,LINKED,,,0,0.34
41.70,21.74,39.50,LINKED,,,0,0.53
41.90,21.91,39.50,LINKED,,,0,0.70
42.10,22.05,39.50,LINKED,,,13,0.84
42.30,22.15,39.50,LINKED,,,0,0.94
42.50,22.21,39.50,LINKED,,,0,1.01
42.70,22.25,39.50,LINKED,,,0,1.05
42.90,22.27,39.50,LINKED,,,0,1.07
43.10,22.29,39.50,LINKED,,,0,1.09
43.30,22.32,39.48,LINKED,,,0,0.03
43.50,22.41,39.42,LINKED,,,0,0.14
43.70,22.52,39.32,LINKED,,,0,0.29
43.90,22.67,39.21,LINKED,,,0,0.47
44.10,22.87,39.10,LINKED,,,0,0.70
44.30,23.09,39.00,LINKED,,,15,0.12
44.50,23.31,38.90,LINKED,,,0,0.36
44.70,23.54,38.82,LINKED,,,0,0.61
44.90,23.80,38.75,LINKED,,,0,0.87
45.10,24.06,38.69,LINKED,,,12,1.14
45.30,24.29,38.62,LINKED,,,0,0.11
45.50,24.50,38.51,LINKED,,,0,0.35
45.70,24.69,38.39,LINKED,,,0,0.57
45.90,24.87,38.26,LINKED,,,0,0.80
46.10,25.08,38.13,LINKED,,,12,1.04
46.30,25.30,38.01,LINKED,,,0,0.12
46.50,25.52,37.91,LINKED,,,7,0.37
46.70,25.78,37.82,LINKED,,,7,0.64
46.90,26.04,37.74,LINKED,,,9,0.91
47.10,26.29,37.68,LINKED,,,0,1.17
47.30,26.54,37.63,LINKED,,,0,0.13
47.50,26.81,37.59,LINKED,,,0,0.40
47.70,27.08,37.56,LINKED,,,12,0.67
47.90,27.33,37.54,LINKED,,,0,0.93
48.10,27.61,37.52,LINKED,,,0,1.20
48.30,27.89,37.51,LINKED,,,0,0.14
48.50,28.17,37.50,LINKED,,,12,0.42
48.70,28.42,37.49,LINKED,,,0,0.67
48.90,28.69,37.49,LINKED,,,0,0.94
49.10,28.96,37.49,LINKED,,,0,1.21
49.30,29.23,37.49,LINKED,,,13,0.13
49.50,29.48,37.49,LINKED,,,0,0.39
49.70,29.76,37.49,LINKED,,,0,0.67
49.90,30.04,37.49,LINKED,,,13,0.95
50.10,30.31,37.49,LINKED,,,0,1.21
50.30,30.54,37.45,LINKED,,,0,0.12
50.50,30.75,37.37,LINKED,,,0,0.34
50.70,30.92,37.22,LINKED,,,0,0.56
50.90,31.07,37.03,LINKED,,,13,0.78
51.10,31.19,36.82,LINKED,,,7,1.01
51.30,31.28,36.61,LINKED,,,0,0.11
51.50,31.35,36.36,LINKED,,,0,0.37
51.70,31.41,36.10,LINKED,,,0,0.63
51.90,31.45,35.84,LINKED,,,10,0.89
52.10,31.48,35.60,LINKED,,,0,1.14
52.30,31.50,35.34,LINKED,,,0,0.13
52.50,31.51,35.06,LINKED,,,0,0.41
52.70,31.52,34.80,LINKED,,,11,0.67
52.90,31.52,34.54,LINKED,,,0,0.93
53.10,31.52,34.25,LINKED,,,0,1.22
53.30,31.52,33.97,LINKED,,,12,0.14
53.50,31.52,33.71,LINKED,,,0,0.40
53.70,31.52,33.45,LINKED,,,0,0.66
53.90,31.52,33.18,LINKED,,,0,0.93
54.10,31.51,32.91,LINKED,,,12,1.21
54.30,31.51,32.65,LINKED,,,0,0.12
54.50,31.51,32.38,LINKED,,,0,0.40
54.70,31.51,32.09,LINKED,,,0,0.68
54.90,31.51,31.82,LINKED,,,12,0.95
55.10,31.50,31.56,LINKED,,,0,1.22
55.30,31.50,31.27,LINKED,,,0,0.15
55.50,31.50,30.98,LINKED,,,13,0.43
55.70,31.50,30.71,LINKED,,,0,0.70
55.90,31.50,30.46,LINKED,,,0,0.96
56.10,31.50,30.18,LINKED,,,0,1.23
56.30,31.50,29.91,LINKED,,,13,0.14
56.50,31.50,29.65,LINKED,,,0,0.39
56.70,31.50,29.38,LINKED,,,0,0.67
56.90,31.50,29.09,LINKED,,,0,0.95
57.10,31.50,28.82,LINKED,,,13,1.22
57.30,31.50,28.55,LINKED,,,0,0.14
57.50,31.50,28.27,LINKED,,,0,0.43
57.70,31.50,27.98,LINKED,,,13,0.71
57.90,31.50,27.71,LINKED,,,0,0.98
58.10,31.50,27.46,LINKED,,,0,1.24
58.30,31.52,27.20,LINKED,,,0,0.12
58.50,31.60,26.99,LINKED,,,13,0.34
58.70,31.76,26.83,LINKED,,,0,0.56
58.90,31.96,26.71,LINKED,,,0,0.77
59.10,32.18,26.62,LINKED,,,7,0.98
59.30,32.40,26.54,LINKED,,,7,0.12
59.50,32.60,26.43,LINKED,,,0,0.34
59.70,32.79,26.30,LINKED,,,0,0.58
59.90,33.02,26.18,LINKED,,,10,0.83
60.10,33.25,26.06,LINKED,,,0,1.09
60.30,33.46,25.95,LINKED,,,8,0.12
60.50,33.71,25.85,LINKED,,,0,0.38
60.70,33.97,25.77,LINKED,,,0,0.65
60.90,34.22,25.71,LINKED,,,9,0.91
61.10,34.47,25.65,LINKED,,,0,1.17
61.30,34.73,25.62,LINKED,,,0,0.12
61.50,34.99,25.66,LINKED,,,0,0.38
61.70,35.24,25.72,LINKED,,,12,0.64
61.90,35.47,25.81,LINKED,,,0,0.88
62.10,35.70,25.91,LINKED,,,0,1.12
62.30,35.94,26.00,LINKED,,,4,0.13
62.50,36.19,26.09,LINKED,,,8,0.40
62.70,36.42,26.17,LINKED,,,0,0.64
62.90,36.68,26.25,LINKED,,,0,0.91
63.10,36.95,26.30,LINKED,,,0,1.18
63.30,37.21,26.34,LINKED,,,11,0.13
63.50,37.45,26.31,LINKED,,,0,0.37
63.70,37.66,26.25,LINKED,,,0,0.59
63.90,37.89,26.16,LINKED,,,0,0.83
64.10,38.13,26.07,LINKED,,,12,1.08
64.40,38.47,25.94,LINKED,,,7,0.24
64.70,38.85,25.82,LINKED,,,0,0.64
65.00,39.23,25.72,LINKED,,,9,1.03
65.30,39.62,25.64,LINKED,,,0,1.42
65.60,40.00,25.67,LINKED,,,0,0.38
65.90,40.37,25.78,LINKED,,,12,0.76
66.20,40.70,25.92,LINKED,,,12,1.12
66.50,41.07,26.04,LINKED,,,15,0.13
66.80,41.43,26.05,LINKED,,,15,0.48
67.10,41.78,25.99,LINKED,,,5,0.83
67.40,42.15,25.91,LINKED,,,9,1.21
67.70,42.52,25.82,LINKED,,,0,0.25
68.00,42.93,25.73,LINKED,,,0,0.67
68.30,43.32,25.66,LINKED,,,12,1.06
68.60,43.74,25.61,LINKED,,,0,1.48
68.90,44.15,25.57,LINKED,,,12,0.42
69.20,44.53,25.52,LINKED,,,0,0.79
69.50,44.83,25.39,LINKED,,,0,1.11
69.80,45.14,25.22,LINKED,,,13,0.12
70.10,45.46,25.05,LINKED,,,0,0.48
70.40,45.83,24.90,LINKED,,,7,0.88
70.70,46.21,24.78,LINKED,,,9,1.28
71.00,46.52,24.64,LINKED,,,0,0.22
71.30,46.79,24.43,LINKED,,,0,0.55
71.60,47.09,24.22,LINKED,,,12,0.92
71.90,47.41,24.03,LINKED,,,0,1.29
72.20,47.61,24.03,LINKED,,,0,0.21
72.50,47.71,24.21,LINKED,,,0,0.35
72.80,47.74,24.45,LINKED,,,0,0.54
73.10,47.86,24.69,LINKED,,,0,0.80
73.40,48.10,24.91,LINKED,,,12,1.12
73.70,48.38,25.09,LINKED,,,7,1.44
74.00,48.74,25.23,LINKED,,,0,1.79
74.30,48.99,25.33,LINKED,,,0,0.14
74.60,48.95,25.40,LINKED,,,9,0.16
74.90,48.76,25.45,LINKED,,,0,0.21
75.20,48.52,25.53,LINKED,,,0,0.44
75.50,48.27,25.68,LINKED,,,0,0.29
75.80,48.06,25.93,LINKED,,,0,0.61
76.10,47.89,26.24,LINKED,,,4,0.96
76.40,47.74,26.56,LINKED,,,0,0.11
76.70,47.53,26.78,LINKED,,,0,0.41
77.00,47.30,27.02,LINKED,,,0,0.74
77.30,47.09,27.32,LINKED,,,0,1.10
77.60,46.92,27.62,LINKED,,,0,0.23
77.90,46.78,27.98,LINKED,,,0,0.62
78.20,46.68,28.34,LINKED,,,0,0.99
78.50,46.60,28.75,LINKED,,,0,1.40
78.80,46.55,29.15,LINKED,,,0,0.41
79.10,46.52,29.54,LINKED,,,0,0.79
79.40,46.50,29.95,LINKED,,,0,1.21
79.70,46.49,30.34,LINKED,,,2,1.60
80.00,46.49,30.67,LINKED,,,0,1.93
80.30,46.49,30.94,LINKED,,,0,2.20
80.60,46.49,31.12,LINKED,,,5,2.38
80.90,46.49,31.21,LINKED,,,0,2.47
81.20,46.49,31.26,LINKED,,,0,2.52
81.50,46.49,31.28,LINKED,,,0,2.54
81.80,46.49,31.30,LINKED,,,0,2.55
82.10,46.49,31.45,LINKED,,,0,0.15
82.40,46.49,31.76,LINKED,,,0,0.46
82.70,46.49,32.12,LINKED,,,5,0.83
83.00,46.46,32.45,LINKED,,,0,0.10
83.30,46.24,32.64,LINKED,,,0,0.38
83.60,45.93,32.72,LINKED,,,3,0.67
83.90,45.60,32.73,LINKED,,,0,0.97
84.20,45.26,32.71,LINKED,,,0,0.24
84.50,44.88,32.68,LINKED,,,3,0.62
84.80,44.53,32.64,LINKED,,,0,0.97
85.10,44.23,32.60,LINKED,,,0,1.27
85.40,44.07,32.74,LINKED,,,0,0.21
85.70,44.04,33.01,LINKED,,,4,0.45
86.00,44.08,33.32,LINKED,,,0,0.74
86.30,44.15,33.64,LINKED,,,0,0.11
86.60,44.22,34.00,LINKED,,,5,0.49
86.90,44.29,34.36,LINKED,,,0,0.85
87.20,44.35,34.68,LINKED,,,0,1.18
87.50,44.31,34.89,LINKED,,,0,0.13
87.80,44.08,34.95,LINKED,,,0,0.34
88.10,43.78,34.93,LINKED,,,4,0.61
88.40,43.48,34.87,LINKED,,,0,0.90
88.70,43.29,34.96,LINKED,,,0,0.21
89.00,43.22,35.19,LINKED,,,4,0.41
89.30,43.22,35.46,LINKED,,,0,0.64
89.60,43.22,35.70,LINKED,,,0,0.07
89.90,43.04,35.81,LINKED,,,0,0.27
90.20,42.77,35.83,LINKED,,,4,0.51
90.50,42.48,35.80,LINKED,,,0,0.77
90.80,42.18,35.75,LINKED,,,0,0.22
91.10,41.83,35.70,LINKED,,,5,0.57
91.40,41.50,35.65,LINKED,,,0,0.91
91.70,41.21,35.60,LINKED,,,0,1.20
92.00,40.98,35.57,LINKED,,,5,1.43
92.30,40.85,35.55,LINKED,,,0,1.57
92.60,40.78,35.54,LINKED,,,0,1.64
92.90,40.74,35.57,LINKED,,,0,0.03
93.20,40.69,35.78,LINKED,,,0,0.25
93.50,40.65,36.09,LINKED,,,4,0.57
93.80,40.61,36.41,LINKED,,,0,0.89
94.10,40.62,36.70,LINKED,,,0,0.19
94.40,40.81,36.95,LINKED,,,0,0.48
94.70,41.10,37.13,LINKED,,,45,0.80
95.00,41.41,37.27,LINKED,,,0,1.11
95.30,41.70,37.37,LINKED,,,0,1.40
95.60,41.94,37.43,LINKED,,,0,1.63
95.90,42.10,37.47,LINKED,,,0,1.79
96.20,42.19,37.52,LINKED,,,0,0.05
96.50,42.27,37.76,LINKED,,,0,0.29
96.80,42.34,38.08,LINKED,,,24,0.62
97.10,42.39,38.41,LINKED,,,0,0.95
97.40,42.42,38.70,LINKED,,,0,0.19
97.70,42.33,38.99,LINKED,,,0,0.49
98.00,42.19,39.31,LINKED,,,11,0.83
98.30,42.04,39.63,LINKED,,,0,1.18
98.60,41.90,40.00,LINKED,,,12,0.39
98.90,41.78,40.36,LINKED,,,12,0.78
99.20,41.69,40.76,LINKED,,,0,1.18
99.50,41.60,41.15,LINKED,,,11,0.12
99.80,41.44,41.49,LINKED,,,0,0.49
100.10,41.25,41.79,LINKED,,,0,0.85
100.40,41.06,42.13,LINKED,,,12,1.24
100.70,40.90,42.47,LINKED,,,6,0.24
101.00,40.78,42.84,LINKED,,,0,0.64
101.30,40.68,43.22,LINKED,,,9,1.03
101.60,40.61,43.61,LINKED,,,0,1.42
101.90,40.48,43.95,LINKED,,,0,0.36
102.20,40.30,44.26,LINKED,,,12,0.72
102.50,40.11,44.57,LINKED,,,0,1.08
102.80,39.95,44.92,LINKED,,,7,0.13
103.10,39.81,45.28,LINKED,,,9,0.52
103.40,39.70,45.65,LINKED,,,0,0.90
103.70,39.63,46.05,LINKED,,,12,1.31
104.00,39.53,46.43,LINKED,,,0,0.26
104.30,39.36,46.74,LINKED,,,0,0.61
104.60,39.17,47.08,LINKED,,,12,0.99
104.90,39.00,47.41,LINKED,,,7,1.37
105.20,38.85,47.79,LINKED,,,0,1.78
105.50,38.74,48.18,LINKED,,,9,2.18
105.80,38.65,48.55,LINKED,,,0,2.56
106.10,38.57,48.94,LINKED,,,0,0.12
106.40,38.42,49.26,LINKED,,,12,0.48
106.70,38.23,49.57,LINKED,,,0,0.83
107.00,38.05,49.91,LINKED,,,0,1.22
107.30,37.90,50.28,LINKED,,,15,0.26
107.60,37.77,50.65,LINKED,,,0,0.65
107.90,37.68,51.05,LINKED,,,12,1.07
108.20,37.61,51.44,LINKED,,,0,1.46
108.50,37.56,51.87,LINKED,,,0,0.43
108.80,37.53,52.28,LINKED,,,12,0.84
109.10,37.51,52.67,LINKED,,,0,1.23
109.40,37.50,53.09,LINKED,,,13,0.14
109.70,37.49,53.48,LINKED,,,0,0.53
110.00,37.49,53.90,LINKED,,,0,0.95
110.30,37.49,54.30,LINKED,,,12,1.35
110.60,37.49,54.73,LINKED,,,0,0.29
110.90,37.49,55.15,LINKED,,,6,0.71
111.20,37.49,55.54,LINKED,,,0,1.10
111.50,37.50,55.96,LINKED,,,0,1.52
111.80,37.66,56.27,LINKED,,,4,0.35
112.10,37.96,56.45,LINKED,,,0,0.68
112.40,38.29,56.55,LINKED,,,4,0.99
