t_s,x,y,state,gcs_up,saf_buffered,cells_pending,dist_link
32.10,37.52,2.12,LINKED,,,0,0.89
32.30,37.72,2.23,LINKED,,,0,0.11
32.50,37.84,2.38,LINKED,,,0,0.29
32.70,37.94,2.53,LINKED,,,0,0.47
32.90,38.08,2.69,LINKED,,,8,0.69
33.10,38.25,2.84,LINKED,,,0,0.91
33.30,38.41,2.93,LINKED,,,0,0.08
33.50,38.53,2.92,LINKED,,,0,0.19
33.70,38.60,2.82,LINKED,,,0,0.27
33.90,38.63,2.69,LINKED,,,0,0.36
34.10,38.70,2.53,LINKED,,,0,0.51
34.30,38.78,2.37,LINKED,,,0,0.09
34.50,38.92,2.22,LINKED,,,0,0.30
34.70,39.10,2.08,LINKED,,,9,0.52
34.90,39.30,1.96,LINKED,,,1,0.75
35.10,39.51,1.86,LINKED,,,0,0.97
35.30,39.73,1.75,LINKED,,,0,0.11
35.50,39.85,1.62,LINKED,,,0,0.30
35.70,39.97,1.46,LINKED,,,0,0.49
35.90,40.14,1.31,LINKED,,,4,0.71
36.10,40.32,1.17,LINKED,,,0,0.95
36.30,40.51,1.04,LINKED,,,0,0.11
36.50,40.73,0.92,LINKED,,,1,0.36
36.70,40.97,0.82,LINKED,,,0,0.62
36.90,41.21,0.74,LINKED,,,3,0.87
37.10,41.46,0.68,LINKED,,,3,1.13
37.30,41.72,0.64,LINKED,,,0,0.12
37.50,41.97,0.67,LINKED,,,0,0.38
37.70,42.22,0.73,LINKED,,,6,0.63
37.90,42.45,0.82,LINKED,,,0,0.88
38.10,42.68,0.91,LINKED,,,0,1.12
38.30,42.93,1.00,LINKED,,,5,0.13
38.50,43.18,1.09,LINKED,,,7,0.40
38.70,43.41,1.17,LINKED,,,0,0.65
38.90,43.67,1.24,LINKED,,,0,0.91
39.10,43.94,1.30,LINKED,,,0,1.19
39.30,44.20,1.34,LINKED,,,8,0.13
39.50,44.44,1.31,LINKED,,,0,0.37
39.70,44.66,1.25,LINKED,,,0,0.59
39.90,44.89,1.16,LINKED,,,0,0.83
40.10,45.13,1.07,LINKED,,,8,1.09
40.30,45.36,0.98,LINKED,,,1,0.12
40.50,45.59,0.89,LINKED,,,0,0.37
40.70,45.85,0.82,LINKED,,,0,0.64
40.90,46.11,0.75,LINKED,,,3,0.90
41.10,46.35,0.69,LINKED,,,0,1.15
41.30,46.60,0.66,LINKED,,,0,0.12
41.50,46.83,0.69,LINKED,,,0,0.35
41.70,47.07,0.75,LINKED,,,6,0.60
41.90,47.31,0.84,LINKED,,,0,0.84
42.10,47.53,0.93,LINKED,,,0,1.08
42.30,47.77,1.02,LINKED,,,6,0.13
42.50,48.02,1.11,LINKED,,,7,0.40
42.70,48.27,1.18,LINKED,,,0,0.66
42.90,48.52,1.25,LINKED,,,0,0.91
43.10,48.79,1.31,LINKED,,,0,1.19
43.30,49.06,1.34,LINKED,,,8,0.13
43.50,49.31,1.31,LINKED,,,0,0.39
43.70,49.55,1.25,LINKED,,,0,0.63
43.90,49.76,1.16,LINKED,,,0,0.86
44.10,50.00,1.07,LINKED,,,8,1.11
44.30,50.24,0.98,LINKED,,,1,0.13
44.50,50.47,0.89,LINKED,,,0,0.37
44.70,50.72,0.82,LINKED,,,0,0.63
44.90,50.98,0.75,LINKED,,,0,0.90
45.10,51.23,0.69,LINKED,,,3,1.16
45.30,51.45,0.68,LINKED,,,0,0.10
45.50,51.59,0.77,LINKED,,,0,0.26
45.70,51.68,0.93,LINKED,,,0,0.42
45.90,51.73,1.12,LINKED,,,5,0.59
46.10,51.74,1.32,LINKED,,,0,0.76
46.30,51.75,1.52,LINKED,,,0,0.10
46.50,51.82,1.70,LINKED,,,0,0.29
46.70,51.96,1.86,LINKED,,,0,0.49
46.90,52.14,2.01,LINKED,,,14,0.70
47.10,52.33,2.12,LINKED,,,0,0.91
47.30,52.50,2.24,LINKED,,,0,0.10
47.50,52.63,2.38,LINKED,,,0,0.29
47.70,52.76,2.54,LINKED,,,0,0.50
47.90,52.90,2.69,LINKED,,,0,0.71
48.10,53.09,2.84,LINKED,,,8,0.94
48.30,53.28,2.97,LINKED,,,0,0.12
48.50,53.48,3.09,LINKED,,,9,0.35
48.70,53.71,3.18,LINKED,,,0,0.59
48.90,53.96,3.26,LINKED,,,0,0.85
49.10,54.21,3.33,LINKED,,,8,1.10
49.30,54.45,3.38,LINKED,,,0,0.13
49.50,54.73,3.42,LINKED,,,0,0.41
49.70,55.01,3.45,LINKED,,,3,0.69
49.90,55.27,3.47,LINKED,,,0,0.96
50.10,55.53,3.49,LINKED,,,0,1.21
50.30,55.80,3.50,LINKED,,,0,0.14
50.50,56.08,3.51,LINKED,,,2,0.41
50.70,56.34,3.51,LINKED,,,0,0.67
50.90,56.57,3.56,LINKED,,,0,0.90
51.10,56.77,3.64,LINKED,,,0,1.11
51.30,56.94,3.79,LINKED,,,0,0.12
51.50,57.08,3.98,LINKED,,,1,0.35
51.70,57.20,4.19,LINKED,,,3,0.59
51.90,57.29,4.40,LINKED,,,0,0.82
52.10,57.36,4.64,LINKED,,,0,1.06
52.30,57.41,4.90,LINKED,,,0,0.13
52.50,57.45,5.16,LINKED,,,6,0.40
52.70,57.48,5.40,LINKED,,,0,0.64
52.90,57.50,5.67,LINKED,,,0,0.90
53.10,57.51,5.94,LINKED,,,0,1.17
53.30,57.52,6.20,LINKED,,,8,0.13
53.50,57.52,6.46,LINKED,,,0,0.39
53.70,57.52,6.75,LINKED,,,0,0.67
53.90,57.52,7.03,LINKED,,,8,0.95
54.10,57.52,7.29,LINKED,,,0,1.22
54.30,57.52,7.55,LINKED,,,0,0.13
54.50,57.52,7.82,LINKED,,,0,0.41
54.70,57.51,8.09,LINKED,,,8,0.68
54.90,57.51,8.35,LINKED,,,0,0.93
55.10,57.51,8.62,LINKED,,,0,1.21
55.30,57.51,8.91,LINKED,,,0,0.14
55.50,57.51,9.18,LINKED,,,9,0.41
55.70,57.50,9.44,LINKED,,,0,0.68
55.90,57.50,9.73,LINKED,,,0,0.97
56.10,57.50,10.02,LINKED,,,9,1.25
56.30,57.50,10.29,LINKED,,,0,0.13
56.50,57.48,10.53,LINKED,,,0,0.37
56.70,57.42,10.74,LINKED,,,0,0.59
56.90,57.32,10.96,LINKED,,,0,0.82
57.10,57.21,11.19,LINKED,,,9,1.08
57.30,57.10,11.41,LINKED,,,0,0.12
57.50,57.00,11.63,LINKED,,,7,0.37
57.70,56.90,11.88,LINKED,,,0,0.63
57.90,56.82,12.13,LINKED,,,9,0.90
58.10,56.75,12.37,LINKED,,,0,1.15
58.30,56.67,12.60,LINKED,,,0,0.11
58.50,56.51,12.75,LINKED,,,0,0.32
58.70,56.29,12.82,LINKED,,,0,0.53
58.90,56.05,12.85,LINKED,,,0,0.75
59.10,55.81,12.85,LINKED,,,9,0.97
59.30,55.57,12.83,LINKED,,,0,0.11
59.50,55.32,12.80,LINKED,,,0,0.37
59.70,55.05,12.76,LINKED,,,0,0.64
59.90,54.79,12.72,LINKED,,,10,0.90
60.10,54.54,12.68,LINKED,,,0,1.16
60.30,54.26,12.65,LINKED,,,0,0.14
60.50,53.98,12.62,LINKED,,,11,0.42
60.70,53.71,12.59,LINKED,,,0,0.69
60.90,53.46,12.57,LINKED,,,0,0.95
61.10,53.18,12.55,LINKED,,,0,1.22
61.30,52.91,12.54,LINKED,,,11,0.14
61.50,52.65,12.53,LINKED,,,0,0.39
61.70,52.38,12.52,LINKED,,,0,0.66
61.90,52.10,12.51,LINKED,,,0,0.95
62.10,51.82,12.51,LINKED,,,11,1.22
62.30,51.56,12.50,LINKED,,,11,0.14
62.50,51.27,12.50,LINKED,,,0,0.43
62.70,50.98,12.50,LINKED,,,11,0.71
62.90,50.71,12.50,LINKED,,,11,0.98
63.10,50.46,12.50,LINKED,,,0,1.24
63.30,50.18,12.50,LINKED,,,0,0.14
63.50,49.91,12.50,LINKED,,,12,0.41
63.70,49.65,12.50,LINKED,,,0,0.67
63.90,49.38,12.50,LINKED,,,0,0.94
64.10,49.09,12.50,LINKED,,,0,1.23
64.40,48.69,12.50,LINKED,,,11,1.63
64.70,48.27,12.50,LINKED,,,0,2.05
65.00,47.84,12.50,LINKED,,,11,2.48
65.30,47.46,12.50,LINKED,,,0,2.86
65.60,47.12,12.60,LINKED,,,0,0.35
65.90,46.88,12.86,LINKED,,,11,0.68
66.20,46.71,13.18,LINKED,,,7,1.01
66.50,46.59,13.50,LINKED,,,0,0.11
66.80,46.41,13.78,LINKED,,,0,0.44
67.10,46.21,14.09,LINKED,,,10,0.81
67.40,46.03,14.41,LINKED,,,0,1.18
67.70,45.87,14.74,LINKED,,,8,1.55
68.00,45.75,15.12,LINKED,,,9,1.94
68.30,45.66,15.49,LINKED,,,0,2.31
68.60,45.59,15.90,LINKED,,,0,2.71
68.90,45.55,16.29,LINKED,,,12,0.40
69.20,45.52,16.68,LINKED,,,0,0.79
69.50,45.50,17.09,LINKED,,,12,1.19
69.80,45.49,17.48,LINKED,,,0,0.13
70.10,45.49,17.90,LINKED,,,0,0.56
70.40,45.49,18.30,LINKED,,,12,0.96
70.70,45.57,18.65,LINKED,,,0,1.30
71.00,45.77,18.92,LINKED,,,0,0.23
71.30,46.07,19.13,LINKED,,,20,0.59
71.60,46.39,19.28,LINKED,,,0,0.94
71.90,46.76,19.38,LINKED,,,0,1.31
72.20,47.09,19.53,LINKED,,,7,0.36
72.50,47.41,19.72,LINKED,,,0,0.73
72.80,47.72,19.90,LINKED,,,0,1.09
73.10,48.07,20.07,LINKED,,,15,0.13
73.40,48.41,20.20,LINKED,,,0,0.50
73.70,48.80,20.31,LINKED,,,0,0.90
74.00,49.19,20.38,LINKED,,,8,1.30
74.30,49.55,20.39,LINKED,,,0,0.23
74.60,49.85,20.29,LINKED,,,0,0.55
74.90,50.19,20.15,LINKED,,,8,0.91
75.20,50.52,20.00,LINKED,,,0,1.26
75.50,50.88,19.87,LINKED,,,1,0.39
75.80,51.25,19.76,LINKED,,,3,0.78
76.10,51.63,19.67,LINKED,,,0,1.16
76.40,52.03,19.59,LINKED,,,7,0.12
76.70,52.38,19.43,LINKED,,,0,0.51
77.00,52.69,19.24,LINKED,,,0,0.87
77.30,53.02,19.06,LINKED,,,7,1.25
77.60,53.36,18.90,LINKED,,,1,0.25
77.90,53.72,18.78,LINKED,,,0,0.62
78.20,54.10,18.68,LINKED,,,2,1.02
78.50,54.48,18.61,LINKED,,,0,1.40
78.80,54.73,18.72,LINKED,,,0,0.28
79.10,54.83,18.99,LINKED,,,0,0.52
79.40,54.84,19.30,LINKED,,,4,0.78
79.70,54.81,19.64,LINKED,,,0,0.13
80.00,54.76,20.03,LINKED,,,6,0.52
80.30,54.70,20.40,LINKED,,,0,0.89
80.60,54.65,20.80,LINKED,,,0,1.30
80.90,54.61,21.20,LINKED,,,9,0.27
81.20,54.57,21.60,LINKED,,,0,0.67
81.50,54.54,22.03,LINKED,,,9,1.09
81.80,54.53,22.41,LINKED,,,0,1.48
82.10,54.51,22.82,LINKED,,,0,0.41
82.40,54.51,23.22,LINKED,,,10,0.81
82.70,54.50,23.62,LINKED,,,0,1.21
83.00,54.50,24.04,LINKED,,,11,0.14
83.30,54.50,24.44,LINKED,,,11,0.54
83.60,54.50,24.88,LINKED,,,0,0.97
83.90,54.50,25.29,LINKED,,,11,1.38
84.20,54.45,25.64,LINKED,,,0,0.23
84.50,54.32,25.96,LINKED,,,0,0.58
84.80,54.16,26.30,LINKED,,,11,0.96
85.10,54.00,26.63,LINKED,,,6,1.32
85.40,53.86,27.01,LINKED,,,9,0.40
85.70,53.75,27.37,LINKED,,,0,0.78
86.00,53.66,27.77,LINKED,,,0,1.19
86.30,53.58,28.16,LINKED,,,12,0.12
86.60,53.43,28.49,LINKED,,,0,0.49
86.90,53.24,28.79,LINKED,,,0,0.84
87.20,53.06,29.14,LINKED,,,12,1.22
87.50,52.90,29.47,LINKED,,,7,0.24
87.80,52.77,29.84,LINKED,,,0,0.63
88.10,52.68,30.22,LINKED,,,9,1.03
88.40,52.61,30.61,LINKED,,,9,1.42
88.70,52.48,30.95,LINKED,,,0,0.36
89.00,52.30,31.26,LINKED,,,12,0.72
89.30,52.11,31.57,LINKED,,,0,1.08
89.60,51.95,31.92,LINKED,,,8,0.13
89.90,51.81,32.28,LINKED,,,9,0.52
90.20,51.70,32.65,LINKED,,,9,0.90
90.50,51.63,33.05,LINKED,,,12,1.31
90.80,51.53,33.43,LINKED,,,12,0.26
91.10,51.36,33.74,LINKED,,,0,0.61
91.40,51.17,34.08,LINKED,,,12,0.99
91.70,51.00,34.41,LINKED,,,7,1.37
92.00,51.02,34.71,LINKED,,,0,0.30
92.30,51.20,34.95,LINKED,,,0,0.58
92.60,51.44,35.14,LINKED,,,9,0.85
92.90,51.74,35.29,LINKED,,,0,0.10
93.20,51.93,35.50,LINKED,,,0,0.38
93.50,52.18,35.72,LINKED,,,7,0.71
93.80,52.45,35.93,LINKED,,,0,1.06
94.10,52.71,36.01,LINKED,,,9,0.15
94.40,52.82,35.88,LINKED,,,0,0.28
94.70,52.84,35.65,LINKED,,,0,0.44
95.00,52.91,35.40,LINKED,,,0,0.68
95.30,53.12,35.17,LINKED,,,5,0.31
95.60,53.38,34.97,LINKED,,,1,0.64
95.90,53.69,34.82,LINKED,,,0,0.98
96.20,54.03,34.68,LINKED,,,5,0.10
96.50,54.16,34.49,LINKED,,,0,0.33
96.80,54.32,34.28,LINKED,,,0,0.60
97.10,54.53,34.08,LINKED,,,0,0.89
97.40,54.75,33.86,LINKED,,,1,0.20
97.70,54.83,33.60,LINKED,,,0,0.47
98.00,54.84,33.25,LINKED,,,0,0.79
98.30,54.80,32.87,LINKED,,,0,1.16
98.60,54.74,32.77,LINKED,,,0,0.12
98.90,54.69,32.91,LINKED,,,0,0.12
99.20,54.64,33.17,LINKED,,,0,0.34
99.50,54.60,33.47,LINKED,,,0,0.11
99.80,54.56,33.85,LINKED,,,0,0.49
100.10,54.54,34.24,LINKED,,,0,0.88
100.40,54.52,34.63,LINKED,,,0,1.27
100.70,54.51,35.04,LINKED,,,3,0.28
101.00,54.50,35.44,LINKED,,,0,0.67
101.30,54.50,35.87,LINKED,,,0,1.11
101.60,54.50,36.28,LINKED,,,5,1.52
101.90,54.50,36.68,LINKED,,,0,0.40
102.20,54.50,37.09,LINKED,,,8,0.81
102.50,54.50,37.48,LINKED,,,0,1.20
102.80,54.50,37.90,LINKED,,,0,1.62
103.10,54.50,38.31,LINKED,,,10,2.03
103.40,54.58,38.65,LINKED,,,0,2.37
103.70,54.73,38.97,LINKED,,,0,2.70
104.00,54.90,39.31,LINKED,,,11,0.25
104.30,55.05,39.64,LINKED,,,14,0.61
104.60,55.18,40.01,LINKED,,,7,1.01
104.90,55.29,40.37,LINKED,,,0,1.38
105.20,55.36,40.77,LINKED,,,0,0.41
105.50,55.42,41.18,LINKED,,,10,0.81
105.80,55.46,41.58,LINKED,,,0,1.22
106.10,55.48,42.01,LINKED,,,10,0.14
106.40,55.50,42.40,LINKED,,,0,0.53
106.70,55.50,42.81,LINKED,,,0,0.94
107.00,55.51,43.22,LINKED,,,11,1.35
107.30,55.51,43.62,LINKED,,,11,0.27
107.60,55.51,44.04,LINKED,,,11,0.70
107.90,55.51,44.44,LINKED,,,0,1.10
108.20,55.51,44.88,LINKED,,,0,1.53
108.50,55.50,45.29,LINKED,,,11,0.41
108.80,55.50,45.68,LINKED,,,0,0.80
109.10,55.50,46.09,LINKED,,,11,1.22
109.40,55.50,46.48,LINKED,,,0,0.13
109.70,55.50,46.91,LINKED,,,0,0.56
110.00,55.50,47.31,LINKED,,,11,0.96
110.30,55.50,47.73,LINKED,,,0,1.38
110.60,55.50,48.16,LINKED,,,11,0.28
110.90,55.48,48.53,LINKED,,,0,0.65
111.20,55.37,48.85,LINKED,,,0,0.98
111.50,55.21,49.19,LINKED,,,11,1.34
111.80,55.05,49.52,LINKED,,,0,0.37
112.10,54.90,49.88,LINKED,,,7,0.76
112.40,54.78,50.26,LINKED,,,9,1.15
